City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
298,Lima,PE,-12.04,-77.03,59.0,82,90,5.82,overcast clouds,0.0,0.0
299,Laguna,US,38.42,-121.42,68.0,63,1,3.36,clear sky,0.0,0.0
300,Diego De Almagro,CL,-26.37,-70.05,68.09,22,0,4.65,clear sky,0.0,0.0
301,Santa Catalina,PH,9.33,122.86,80.42,77,100,3.76,moderate rain,1.4,0.0
302,Merauke,ID,-8.47,140.33,77.27,83,100,17.09,overcast clouds,0.0,0.0
303,Nagato,JP,34.38,131.2,75.2,83,75,6.93,light intensity shower rain,0.0,0.0
304,Russell,US,32.35,-85.2,84.2,74,1,5.82,clear sky,0.0,0.0
305,Talara,PE,-4.58,-81.27,78.8,78,45,23.04,scattered clouds,0.0,0.0
306,Loikaw,MM,19.67,97.21,71.65,88,100,2.73,light rain,0.1,0.0
307,Pizarro,CO,4.95,-77.37,77.54,84,33,4.18,scattered clouds,0.0,0.0
308,Litovko,RU,49.24,135.17,61.66,85,80,3.76,broken clouds,0.0,0.0
309,Peniche,PT,39.36,-9.38,79.0,58,0,7.0,clear sky,0.0,0.0
310,Isabela,PH,6.71,121.97,77.63,85,100,4.32,moderate rain,1.1,0.0
311,Bannu,PK,32.99,70.6,92.77,31,41,10.76,scattered clouds,0.0,0.0
312,Moratuwa,LK,6.77,79.88,77.0,100,20,5.82,few clouds,0.0,0.0
313,Soubre,CI,5.79,-6.61,84.29,60,100,3.44,overcast clouds,0.0,0.0
314,Santa Fe,AR,-31.63,-60.7,55.99,44,0,4.0,clear sky,0.0,0.0
315,Vanimo,PG,-2.67,141.3,78.96,84,100,8.05,moderate rain,1.3,0.0
316,Melfi,IT,41.0,15.65,96.8,19,20,11.41,few clouds,0.0,0.0
317,Robertsport,LR,6.75,-11.37,77.45,82,100,17.0,light rain,0.1,0.0
318,Payyannur,IN,12.1,75.2,80.6,88,40,2.24,scattered clouds,0.0,0.0
319,Ornskoldsvik,SE,63.29,18.72,60.8,63,21,9.17,few clouds,0.0,0.0
320,Tiarei,PF,-17.53,-149.33,75.2,73,75,5.82,broken clouds,0.0,0.0
321,Quatre Cocos,MU,-20.21,57.76,73.0,68,75,14.99,shower rain,0.0,0.0
322,Norman Wells,CA,65.28,-126.83,50.0,87,75,3.36,broken clouds,0.0,0.0
323,Pangody,RU,65.85,74.49,66.4,44,9,9.66,clear sky,0.0,0.0
324,Svetlogorsk,BY,52.63,29.73,81.36,64,4,5.48,light rain,0.8,0.0
325,Kabalo,CD,-6.05,26.92,91.67,32,74,9.26,broken clouds,0.0,0.0
326,Olafsvik,IS,64.89,-23.71,51.82,86,100,12.53,overcast clouds,0.0,0.0
327,Galesong,ID,-5.32,119.37,77.0,100,20,2.24,few clouds,0.0,0.0
328,Sorong,ID,-0.88,131.25,79.75,80,100,3.42,moderate rain,1.2,0.0
329,Tiksi,RU,71.69,128.87,49.01,85,100,4.97,light rain,0.2,0.0
330,Basco,PH,20.45,121.97,85.75,67,1,4.63,clear sky,0.0,0.0
331,Kununurra,AU,-15.77,128.73,68.0,35,71,12.48,broken clouds,0.0,0.0
332,Evora,PT,38.57,-7.9,98.6,23,0,9.17,clear sky,0.0,0.0
333,Gangapur,IN,26.48,76.72,98.85,38,100,11.07,overcast clouds,0.0,0.0
334,Severomorsk,RU,69.07,33.42,55.4,82,40,8.95,scattered clouds,0.0,0.0
335,Wanning,CN,18.8,110.4,82.72,89,100,12.39,overcast clouds,0.0,0.0
336,Podor,MR,16.65,-14.96,97.36,35,99,10.33,overcast clouds,0.0,0.0
337,Kahului,US,20.89,-156.47,78.8,57,1,11.41,clear sky,0.0,0.0
338,Letlhakane,BW,-21.42,25.58,68.77,23,0,13.42,clear sky,0.0,0.0
339,Moreira Sales,BR,-24.06,-53.01,69.17,75,50,10.49,scattered clouds,0.0,0.0
340,Manokwari,ID,-0.87,134.08,80.89,76,100,6.69,light rain,0.2,0.0
341,Zhizdra,RU,53.75,34.74,78.53,65,0,9.71,clear sky,0.0,0.0
342,Monrovia,LR,6.3,-10.8,80.6,69,75,8.05,broken clouds,0.0,0.0
343,Ambunti,PG,-4.24,142.84,74.07,98,100,0.69,light rain,0.5,0.0
344,Luderitz,NA,-26.65,15.16,64.4,55,0,13.87,clear sky,0.0,0.0
345,Soe,ID,-9.86,124.28,63.7,99,99,4.29,overcast clouds,0.0,0.0
346,Agadir,MA,30.42,-9.6,82.4,54,0,14.99,clear sky,0.0,0.0
347,Aswan,EG,24.09,32.91,106.27,9,0,14.65,clear sky,0.0,0.0
348,Karratha,AU,-20.74,116.85,69.69,28,0,12.88,clear sky,0.0,0.0
349,Pitimbu,BR,-7.47,-34.81,82.4,69,75,13.87,broken clouds,0.0,0.0
350,Maragogi,BR,-9.01,-35.22,78.75,77,29,13.22,light rain,0.3,0.0
351,Eyl,SO,7.98,49.82,91.02,43,86,26.69,overcast clouds,0.0,0.0
352,Obihiro,JP,42.92,143.2,60.57,90,100,0.98,overcast clouds,0.0,0.0
353,Capao Bonito,BR,-24.01,-48.35,72.23,61,0,7.92,clear sky,0.0,0.0
354,Shubarshi,KZ,48.59,57.19,97.14,21,72,11.27,broken clouds,0.0,0.0
355,Klaksvik,FO,62.23,-6.59,51.8,81,40,10.29,scattered clouds,0.0,0.0
356,Krasnovishersk,RU,60.41,57.08,75.11,41,0,8.55,clear sky,0.0,0.0
357,Chester,US,40.13,-75.87,79.0,78,1,5.21,clear sky,0.0,0.0
358,Miri,MY,4.41,114.01,78.8,94,40,3.36,scattered clouds,0.0,0.0
359,Mendi,PG,-6.18,143.65,56.19,99,100,1.05,light rain,0.2,0.0
360,Cambridge,CA,43.36,-80.31,73.0,94,75,5.82,broken clouds,0.0,0.0
361,Canatlan,MX,24.52,-104.78,68.0,82,5,3.36,clear sky,0.0,0.0
362,Teahupoo,PF,-17.83,-149.27,75.2,73,75,5.82,broken clouds,0.0,0.0
363,Svirstroy,RU,60.8,33.72,65.7,89,100,13.29,light rain,0.7,0.0
364,Rumoi,JP,43.93,141.64,60.33,87,95,4.43,overcast clouds,0.0,0.0
365,Bischofswerda,DE,51.13,14.18,68.0,42,100,9.17,overcast clouds,0.0,0.0
366,Gornopravdinsk,RU,60.05,69.9,79.59,68,62,3.87,broken clouds,0.0,0.0
367,Faya,SA,18.39,42.45,91.4,10,40,9.17,scattered clouds,0.0,0.0
368,Kyaikto,MM,17.3,97.02,80.98,86,100,5.3,moderate rain,1.1,0.0
369,Zarubino,RU,42.63,131.09,60.19,94,98,1.54,overcast clouds,0.0,0.0
370,Nesbyen,NO,60.57,9.1,66.99,49,60,13.0,broken clouds,0.0,0.0
371,Boguchany,RU,58.38,97.45,58.53,75,50,4.27,scattered clouds,0.0,0.0
372,Labuhan,ID,-6.88,112.21,78.46,78,76,8.32,broken clouds,0.0,0.0
373,Reconquista,AR,-29.15,-59.65,59.02,63,100,12.08,overcast clouds,0.0,0.0
374,Horta,PT,38.53,-28.63,73.4,73,20,8.05,few clouds,0.0,0.0
375,Rawson,AR,-43.3,-65.1,43.32,60,32,35.32,scattered clouds,0.0,0.0
376,Half Moon Bay,US,37.46,-122.43,59.0,77,1,4.09,clear sky,0.0,0.0
377,Bubaque,GW,11.28,-15.83,79.3,87,100,20.33,moderate rain,2.6,0.0
378,Naron,ES,43.52,-8.15,78.8,50,0,10.29,clear sky,0.0,0.0
379,Srednekolymsk,RU,67.45,153.68,55.45,76,0,4.45,clear sky,0.0,0.0
380,Dabakala,CI,8.37,-4.43,79.92,74,100,7.11,light rain,0.1,0.0
381,Taltal,CL,-25.4,-70.48,61.57,57,51,3.13,broken clouds,0.0,0.0
382,Hailar,CN,49.2,119.7,69.82,60,100,10.63,overcast clouds,0.0,0.0
383,Isla Mujeres,MX,21.23,-86.73,86.0,74,40,6.93,scattered clouds,0.0,0.0
384,Kavaratti,IN,10.57,72.64,81.9,81,100,23.4,moderate rain,3.4,0.0
385,Irbil,IQ,36.19,44.01,107.6,10,40,10.29,scattered clouds,0.0,0.0
386,Kande,TG,9.96,1.04,80.6,74,75,8.05,broken clouds,0.0,0.0
387,Erenhot,CN,43.65,111.98,78.01,45,100,17.78,overcast clouds,0.0,0.0
388,Redmond,US,47.67,-122.12,57.99,90,93,2.21,overcast clouds,0.0,0.0
389,Saldanha,ZA,-33.01,17.94,59.0,54,1,5.82,clear sky,0.0,0.0
390,Puerto Cabezas,NI,14.04,-83.39,84.2,83,75,6.93,haze,0.0,0.0
391,Arkhangelskoye,RU,55.85,35.33,71.65,91,100,12.06,light rain,0.9,0.0
392,Morrope,PE,-6.54,-80.01,64.4,72,56,13.87,broken clouds,0.0,0.0
393,Nouadhibou,MR,20.93,-17.03,78.8,61,0,13.87,clear sky,0.0,0.0
394,Adrar,MR,20.5,-10.07,103.48,17,0,12.01,clear sky,0.0,0.0
395,Yerbogachen,RU,61.28,108.01,58.39,81,99,5.99,overcast clouds,0.0,0.0
396,Hay River,CA,60.82,-115.8,59.0,87,40,4.7,scattered clouds,0.0,0.0
397,Cradock,ZA,-32.16,25.62,45.86,62,67,22.03,broken clouds,0.0,0.0
398,Ocean City,US,39.28,-74.57,82.4,74,1,11.41,clear sky,0.0,0.0
399,Saint-Louis,SN,16.33,-15.0,96.8,36,100,10.85,overcast clouds,0.0,0.0
400,Tevaitoa,PF,-16.78,-151.5,78.58,77,0,19.35,clear sky,0.0,0.0
401,Kochevo,RU,59.6,54.31,73.72,49,0,6.73,clear sky,0.0,0.0
402,Mogadishu,SO,2.04,45.34,82.4,65,40,17.22,scattered clouds,0.0,0.0
403,Lakes Entrance,AU,-37.88,147.98,48.99,95,49,5.28,scattered clouds,0.0,0.0
404,Codrington,AU,-38.27,141.97,47.48,91,87,4.18,light rain,0.2,0.0
405,Muli,MV,2.92,73.57,84.29,74,45,9.44,scattered clouds,0.0,0.0
406,Majene,ID,-3.54,118.97,78.57,85,100,9.69,overcast clouds,0.0,0.0
407,La Ciotat,FR,43.17,5.6,93.0,32,0,4.0,clear sky,0.0,0.0
408,Cohoes,US,42.77,-73.7,82.0,74,75,13.87,broken clouds,0.0,0.0
409,Yenagoa,NG,4.92,6.26,76.35,90,100,6.35,moderate rain,1.7,0.0
410,Tepalcatepec,MX,19.18,-102.85,76.77,75,50,0.38,scattered clouds,0.0,0.0
411,Bronnoysund,NO,65.46,12.2,55.4,71,75,14.99,shower rain,0.0,0.0
412,Camana,PE,-16.62,-72.71,61.03,69,72,5.55,broken clouds,0.0,0.0
413,Lyuban,BY,52.8,28.0,73.04,79,100,11.41,overcast clouds,0.0,0.0
414,Geraldton,AU,-28.77,114.6,48.2,61,0,6.93,clear sky,0.0,0.0
415,Margate,GB,51.38,1.39,68.0,54,2,1.99,clear sky,0.0,0.0
416,Zhanakorgan,KZ,43.91,67.25,96.67,18,0,16.6,clear sky,0.0,0.0
417,Genteng,ID,-8.37,114.15,73.58,92,78,2.17,light rain,0.2,0.0
418,Saint-Pierre,RE,-21.34,55.48,73.4,64,75,2.24,broken clouds,0.0,0.0
419,Verkhnevilyuysk,RU,63.45,120.32,74.84,65,0,7.74,clear sky,0.0,0.0
420,Paraiso,CR,9.84,-83.87,71.01,77,72,9.17,light rain,0.2,0.0
421,Emerald,AU,-23.53,148.17,62.6,72,100,4.7,overcast clouds,0.0,0.0
422,Ixtapa,MX,20.7,-105.2,80.6,88,5,8.05,clear sky,0.0,0.0
423,Hilton Head Island,US,32.22,-80.75,84.99,74,1,5.82,clear sky,0.0,0.0
424,Zhigansk,RU,66.77,123.37,65.88,71,100,14.99,overcast clouds,0.0,0.0
425,Peace River,CA,56.25,-117.29,57.0,87,90,6.93,overcast clouds,0.0,0.0
426,Kuopio,FI,62.89,27.68,57.2,87,75,3.36,light intensity shower rain,0.0,0.0
427,Chuy,UY,-33.7,-53.46,48.07,61,0,7.83,clear sky,0.0,0.0
428,San Cristobal,VE,7.77,-72.22,82.4,65,40,9.17,scattered clouds,0.0,0.0
429,Los Llanos De Aridane,ES,28.66,-17.92,77.0,69,20,18.34,few clouds,0.0,0.0
430,Portsmouth,GB,50.8,-1.09,70.0,56,9,5.99,clear sky,0.0,0.0
431,Salalah,OM,17.02,54.09,82.4,88,90,9.17,light intensity drizzle,0.0,0.0
432,Kivertsi,UA,50.83,25.46,86.0,45,100,6.71,heavy intensity rain,4.2,0.0
433,Tokonou,GN,9.65,-9.78,74.84,93,100,7.99,moderate rain,1.8,0.0
434,Bonavista,CA,48.65,-53.11,55.0,85,5,7.0,clear sky,0.0,0.0
435,Tamiahua,MX,21.27,-97.45,82.45,80,100,6.17,light rain,0.3,0.0
436,College,US,64.86,-147.8,51.01,66,75,6.93,broken clouds,0.0,0.0
437,Qujing,CN,25.48,103.78,64.38,85,100,10.49,overcast clouds,0.0,0.0
438,Bria,CF,6.54,21.99,76.44,91,100,3.69,light rain,0.9,0.0
439,Krasnokamensk,RU,50.1,118.04,70.14,59,100,7.23,overcast clouds,0.0,0.0
440,Road Town,VG,18.42,-64.62,91.4,70,40,12.75,scattered clouds,0.0,0.0
441,Souillac,MU,-20.52,57.52,71.6,68,75,14.99,shower rain,0.0,0.0
442,Guerrero Negro,MX,27.98,-114.06,74.07,53,2,5.75,clear sky,0.0,0.0
443,Sungaipenuh,ID,-2.08,101.38,66.33,96,100,2.37,light rain,0.8,0.0
444,Mushie,CD,-3.02,16.9,98.92,29,94,0.45,overcast clouds,0.0,0.0
445,Waikuku,NZ,-43.3,172.68,35.6,100,1,3.36,clear sky,0.0,0.0
446,Susuman,RU,62.78,148.17,50.58,77,4,1.41,clear sky,0.0,0.0
447,Windham,US,41.83,-72.0,79.0,78,40,9.17,scattered clouds,0.0,0.0
448,Vilhena,BR,-12.74,-60.15,82.22,36,29,5.23,scattered clouds,0.0,0.0
449,La Tuque,CA,47.43,-72.78,69.21,93,100,9.01,moderate rain,2.4,0.0
450,Aksu,CN,41.12,80.26,76.39,35,5,6.87,light rain,0.4,0.0
451,Sao Miguel Do Araguaia,BR,-13.28,-50.16,79.32,50,99,6.17,overcast clouds,0.0,0.0
452,Xinzhou,CN,38.41,112.73,68.09,85,100,3.4,light rain,0.4,0.0
453,Padang,ID,-0.95,100.35,80.06,77,96,3.13,moderate rain,1.1,0.0
454,Sinnamary,GF,5.38,-52.95,84.79,69,6,9.06,clear sky,0.0,0.0
455,Isfana,KG,39.84,69.53,87.8,31,75,4.47,broken clouds,0.0,0.0
456,Aripuana,BR,-9.17,-60.63,88.63,40,0,1.63,clear sky,0.0,0.0
457,Abu Samrah,SY,35.3,37.18,96.55,24,0,18.81,clear sky,0.0,0.0
458,Mezen,RU,65.85,44.24,63.54,55,100,0.87,overcast clouds,0.0,0.0
459,Drayton Valley,CA,53.22,-114.99,60.01,73,7,4.9,clear sky,0.0,0.0
460,Mmabatho,ZA,-25.85,25.63,55.4,24,0,13.87,clear sky,0.0,0.0
461,Raiganj,IN,25.62,88.12,82.54,84,100,1.07,light rain,0.9,0.0
462,Campbell River,CA,50.02,-125.24,57.99,100,75,3.36,light rain,0.0,0.0
463,Torzhok,RU,57.04,34.96,77.04,67,48,13.06,scattered clouds,0.0,0.0
464,Bima,ID,-8.47,118.72,72.41,88,21,5.17,few clouds,0.0,0.0
465,Portland,US,45.52,-122.68,59.0,82,1,3.36,clear sky,0.0,0.0
466,Gat,IL,31.61,34.76,89.01,61,0,1.99,clear sky,0.0,0.0
467,Inirida,CO,3.87,-67.92,76.82,91,89,1.05,light rain,0.8,0.0
468,Esqueda,MX,30.72,-109.58,76.75,67,0,4.72,clear sky,0.0,0.0
469,Tailai,CN,46.38,123.4,72.3,62,100,8.05,overcast clouds,0.0,0.0
470,Konya,TR,38.17,32.5,86.0,28,20,14.99,few clouds,0.0,0.0
471,Longfeng,CN,46.55,125.12,69.91,68,93,5.53,overcast clouds,0.0,0.0
472,Sept-Iles,CA,50.2,-66.38,68.0,82,20,11.41,few clouds,0.0,0.0
473,Kiyevskoye,RU,45.04,37.89,91.4,24,0,15.66,clear sky,0.0,0.0
474,Chicama,PE,-7.84,-79.15,65.28,71,94,6.44,overcast clouds,0.0,0.0
475,Muleba,TZ,-1.84,31.65,76.24,49,82,5.44,broken clouds,0.0,0.0
476,Lichuan,CN,30.3,108.85,66.83,98,100,2.84,overcast clouds,0.0,0.0
477,Deputatskiy,RU,69.3,139.9,57.72,63,100,1.19,overcast clouds,0.0,0.0
478,Aloleng,PH,16.13,119.78,81.57,79,100,3.58,overcast clouds,0.0,0.0
479,Safaga,EG,26.73,33.94,98.6,29,0,17.22,clear sky,0.0,0.0
480,Macara,EC,-4.38,-79.95,75.13,55,14,2.71,few clouds,0.0,0.0
481,Sindon,PH,17.06,122.02,77.09,89,100,2.89,overcast clouds,0.0,0.0
482,Porbandar,IN,21.64,69.61,84.99,82,82,19.06,light rain,0.2,0.0
483,Eureka,US,40.8,-124.16,57.99,100,45,3.0,scattered clouds,0.0,0.0
484,Luganville,VU,-15.53,167.17,77.31,84,93,16.73,light rain,0.3,0.0
485,Nizhneangarsk,RU,55.78,109.55,57.33,84,99,1.41,overcast clouds,0.0,0.0
486,Pokosnoye,RU,55.53,101.05,58.84,73,38,5.5,scattered clouds,0.0,0.0
487,Olinda,BR,-8.01,-34.86,84.2,62,40,19.46,scattered clouds,0.0,0.0
488,Kitimat,CA,54.05,-128.65,53.01,94,95,2.06,light rain,0.2,0.0
489,Weihai,CN,37.5,122.11,79.0,75,100,4.25,overcast clouds,0.0,0.0
490,San Juan,AR,-31.54,-68.54,52.81,47,86,11.07,overcast clouds,0.0,0.0
491,Mapiripan,CO,2.89,-72.13,78.31,79,75,3.29,broken clouds,0.0,0.0
492,Kachiry,KZ,53.07,76.1,72.91,55,0,3.89,clear sky,0.0,0.0
493,Tacoronte,ES,28.48,-16.41,73.99,68,75,20.8,fog,0.0,0.0
494,Nadym,RU,65.53,72.52,68.27,48,74,13.44,broken clouds,0.0,0.0
495,La Paz,BO,-16.5,-68.15,75.2,78,75,8.05,broken clouds,0.0,0.0
496,Kenora,CA,49.82,-94.43,62.6,82,20,5.82,few clouds,0.0,0.0
497,Okhotsk,RU,59.38,143.3,50.83,91,28,4.59,scattered clouds,0.0,0.0
498,Turinskaya Sloboda,RU,57.62,64.39,80.49,63,30,11.05,scattered clouds,0.0,0.0
499,Paamiut,GL,61.99,-49.67,43.32,90,38,5.7,scattered clouds,0.0,0.0
500,Edd,ER,13.93,41.69,95.45,42,12,20.56,few clouds,0.0,0.0
501,Sinegorye,RU,62.08,150.48,52.0,78,0,1.39,clear sky,0.0,0.0
502,Elat,IL,29.56,34.95,96.8,34,0,9.17,clear sky,0.0,0.0
503,Antofagasta,CL,-23.65,-70.4,57.2,67,75,3.36,broken clouds,0.0,0.0
504,Fairmont,US,39.49,-80.14,71.6,78,90,12.75,overcast clouds,0.0,0.0
505,Tabas,IR,33.6,56.92,104.0,16,24,9.17,few clouds,0.0,0.0
506,Azare,NG,11.68,10.19,91.67,40,36,5.66,scattered clouds,0.0,0.0
507,Mounana,GA,-1.41,13.16,77.0,83,90,2.24,overcast clouds,0.0,0.0
508,Kyren,RU,51.68,102.14,65.32,70,100,0.38,light rain,0.2,0.0
509,Rio Grande,BR,-32.03,-52.1,57.2,76,20,12.75,few clouds,0.0,0.0
510,Boshnyakovo,RU,49.63,142.17,54.73,94,72,1.14,broken clouds,0.0,0.0
511,Gobabis,NA,-22.45,18.97,64.4,22,0,3.36,clear sky,0.0,0.0
512,Pangkalanbuun,ID,-2.68,111.62,74.93,96,100,1.81,overcast clouds,0.0,0.0
513,Sola,VU,-13.88,167.55,80.13,82,78,24.43,light rain,0.2,0.0
514,Oum Hadjer,TD,13.3,19.7,84.16,58,56,12.33,broken clouds,0.0,0.0
515,Tulum,MX,20.22,-87.47,86.0,74,75,3.36,broken clouds,0.0,0.0
516,Dong Hoi,VN,17.48,106.6,84.42,72,100,8.97,overcast clouds,0.0,0.0
517,Buncrana,IE,55.13,-7.45,62.6,59,75,11.41,broken clouds,0.0,0.0
518,Kanth,IN,29.07,78.63,95.49,43,19,2.53,few clouds,0.0,0.0
519,Ribeirao Branco,BR,-24.22,-48.77,68.79,65,4,7.99,clear sky,0.0,0.0
520,Alofi,NU,-19.06,-169.92,73.4,88,47,12.75,scattered clouds,0.0,0.0
521,Ambilobe,MG,-13.2,49.05,80.33,55,1,4.59,clear sky,0.0,0.0
522,Veraval,IN,20.9,70.37,84.72,81,57,19.24,moderate rain,1.2,0.0
523,Linda,US,39.13,-121.55,69.8,56,1,0.54,clear sky,0.0,0.0
524,Mbinga,TZ,-10.93,35.02,78.8,44,20,9.17,few clouds,0.0,0.0
525,Diphu,IN,25.83,93.43,76.66,95,100,2.15,moderate rain,1.9,0.0
526,Talcahuano,CL,-36.72,-73.12,50.0,81,75,6.93,broken clouds,0.0,0.0
527,Coos Bay,US,43.37,-124.22,55.99,100,90,5.82,overcast clouds,0.0,0.0
528,Oktyabrskiy,RU,54.48,53.47,72.88,82,87,9.46,overcast clouds,0.0,0.0
529,Lazaro Cardenas,MX,17.96,-102.2,82.0,80,57,4.54,broken clouds,0.0,0.0
530,Tabuny,RU,52.78,78.79,71.24,58,23,5.82,few clouds,0.0,0.0
531,Taloqan,AF,36.74,69.53,87.37,23,90,2.86,overcast clouds,0.0,0.0
532,Manacapuru,BR,-3.3,-60.62,84.2,79,40,2.24,scattered clouds,0.0,0.0
533,Lompoc,US,34.64,-120.46,51.8,100,0,1.61,fog,0.0,0.0
534,Aasiaat,GL,68.71,-52.87,40.78,80,97,6.33,overcast clouds,0.0,0.0
535,Aden,YE,12.78,45.04,90.48,64,93,9.04,overcast clouds,0.0,0.0
536,Cayenne,GF,4.93,-52.33,84.2,74,75,1.12,broken clouds,0.0,0.0
537,Sumenep,ID,-7.02,113.87,80.06,83,100,10.29,overcast clouds,0.0,0.0
538,Tukrah,LY,32.53,20.58,80.73,55,0,11.5,clear sky,0.0,0.0
539,Mungwi,ZM,-10.17,31.37,83.73,23,9,5.46,clear sky,0.0,0.0
540,Manzil Salim,TN,35.86,8.48,100.4,15,40,8.05,scattered clouds,0.0,0.0
541,Oistins,BB,13.07,-59.53,87.8,66,40,18.34,shower rain,0.0,0.0
542,Along,IN,28.17,94.77,73.8,91,100,1.16,heavy intensity rain,4.6,0.0
543,Baykit,RU,61.67,96.37,58.64,85,0,3.91,clear sky,0.0,0.0
544,Necochea,AR,-38.55,-58.74,43.0,70,0,18.01,clear sky,0.0,0.0
545,Rabaul,PG,-4.2,152.17,80.17,78,10,11.43,clear sky,0.0,0.0
546,Santa Rosa,PH,14.31,121.11,82.4,74,75,12.75,broken clouds,0.0,0.0
547,Dingle,PH,11.0,122.67,78.67,84,100,2.98,overcast clouds,0.0,0.0
548,Flinders,AU,-34.58,150.86,50.0,89,99,1.01,overcast clouds,0.0,0.0
549,Key West,US,24.56,-81.78,89.6,66,20,12.75,few clouds,0.0,0.0
550,Bilibino,RU,68.05,166.44,57.92,85,100,2.15,overcast clouds,0.0,0.0
551,Rayevskiy,RU,54.07,54.95,78.17,81,87,9.57,overcast clouds,0.0,0.0
552,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,79.61,91,90,0.65,moderate rain,1.6,0.0
553,Tres Arroyos,AR,-38.37,-60.28,47.66,50,50,20.51,scattered clouds,0.0,0.0
554,Asyut,EG,27.18,31.18,105.8,26,9,16.11,clear sky,0.0,0.0
555,Margasari,ID,-7.1,109.02,75.72,85,43,5.48,scattered clouds,0.0,0.0
556,Tuy Hoa,VN,13.08,109.3,79.59,87,100,8.37,light rain,0.5,0.0
557,Meulaboh,ID,4.14,96.13,78.6,87,100,5.01,moderate rain,1.1,0.0
558,Richards Bay,ZA,-28.78,32.04,59.86,62,98,25.97,overcast clouds,0.0,0.0
559,Balclutha,NZ,-46.23,169.75,48.0,60,100,4.0,overcast clouds,0.0,0.0
560,Pacific Grove,US,36.62,-121.92,55.4,93,90,3.36,mist,0.0,0.0
561,Kalasin,TH,16.5,103.5,82.4,88,40,2.13,scattered clouds,0.0,0.0
562,Skibotn,NO,69.39,20.27,60.8,48,40,3.36,scattered clouds,0.0,0.0
563,Praya,CV,14.92,-23.51,86.0,51,40,12.75,scattered clouds,0.0,0.0
564,Dawei,MM,14.08,98.2,80.42,84,100,1.63,overcast clouds,0.0,0.0
565,Mandalgovi,MN,45.76,106.27,70.57,34,0,8.39,clear sky,0.0,0.0
566,Nelson Bay,AU,-32.72,152.15,55.99,93,100,8.05,overcast clouds,0.0,0.0
567,Ust-Nera,RU,64.57,143.2,56.5,46,0,1.66,clear sky,0.0,0.0
568,Pombal,BR,-6.77,-37.8,85.64,37,0,8.63,clear sky,0.0,0.0
569,Akdepe,TM,42.06,59.38,100.4,19,0,13.87,clear sky,0.0,0.0
570,Cabo San Lucas,MX,22.89,-109.91,81.0,65,75,4.7,broken clouds,0.0,0.0
571,Hastings,GB,50.86,0.57,66.99,44,16,1.01,few clouds,0.0,0.0
572,Ulagan,RU,50.63,87.96,53.89,80,98,1.68,overcast clouds,0.0,0.0
573,Moose Jaw,CA,50.4,-105.53,57.2,93,20,6.93,few clouds,0.0,0.0
574,Matara,LK,5.95,80.54,80.49,85,99,8.23,overcast clouds,0.0,0.0
575,Olga,RU,43.74,135.29,55.35,91,100,4.76,overcast clouds,0.0,0.0
